Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Bucktown,Smif-N-Wessun,0.0618,0.769,0.836,0.0,8,0.182,-4.15,1,0.244,88.978,4,0.651,Giuliana
Trouble,Coldplay,0.189,0.565,0.546,0.0015,11,0.17,-7.496,0,0.0314,139.757,4,0.195,Erika
We Are The People - southstar Remix,Empire of the Sun,0.0018,0.717,0.832,0.0334,7,0.13,-6.404,1,0.0396,150.014,4,0.128,Andrea
GATTI,JACKBOYS,0.135,0.594,0.676,0.0,2,0.163,-5.808,1,0.344,143.477,4,0.472,Giuliana
"Tsar Saltan, Op. 57: Flight of the Bumblebee",André Previn,0.977,0.458,0.11,0.903,9,0.359,-22.234,0,0.0309,83.43,4,0.481,Laura
Con Calma,Daddy Yankee,0.11,0.737,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656,Gianluca
"Candle On the Water - From ""Pete's Dragon"" / Soundtrack Version",Helen Reddy,0.878,0.381,0.151,0.0,0,0.291,-16.18,1,0.0321,65.74,3,0.239,Laura
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,0.987,0.289,0.0306,0.911,9,0.102,-30.79,0,0.0446,125.61,3,0.118,Laura
Tattoo,Sonny Wern,0.0731,0.685,0.806,0.289,6,0.0807,-4.788,1,0.0976,151.983,4,0.564,Andrea
Hummel: Trumpet Concerto In E Flat - Iii Rondo,Johann Nepomuk Hummel,0.98,0.496,0.249,0.934,3,0.12,-18.131,1,0.0411,144.239,4,0.719,Laura
The Lonely Goatherd,Julie Andrews,0.82,0.662,0.259,0.0,5,0.315,-11.34,1,0.0534,100.297,4,0.563,Laura
"Après un rêve, Op. 7, No. 1 (Arr. for Cello and Piano)",Gabriel Fauré,0.989,0.186,0.0639,0.917,5,0.0953,-23.374,0,0.0456,102.639,4,0.0463,Laura
Ocean Man,Ween,0.551,0.72,0.912,0.00122,4,0.0982,-6.13,1,0.0363,122.782,4,0.973,Erika
You Shook Me All Night Long,AC/DC,0.00224,0.529,0.768,0.00075,7,0.297,-5.51,1,0.0566,127.316,4,0.769,Erika
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,0.0451,0.743,0.709,5.18e-06,3,0.0809,-3.922,0,0.0879,170.001,4,0.831,Gianluca
My Friends (feat. Lil Durk),Ty Dolla $ign,0.0558,0.633,0.478,0.0,8,0.202,-8.039,1,0.044,169.961,4,0.441,Giuliana
Quieto - Flashpoint Mix,Farrago,7.2e-05,0.57,0.831,0.764,6,0.162,-7.732,1,0.0308,143.012,4,0.318,Andrea
Jumbotron Shit Poppin,Drake,0.221,0.799,0.575,0.0,6,0.196,-6.257,0,0.282,99.026,4,0.319,Giuliana
Roadhouse Blues,The Doors,0.336,0.623,0.633,4.6e-05,9,0.147,-8.212,1,0.0304,121.119,4,0.895,Erika
Nocturne (Arr. Cullen for Cello and Orchestra),Alexander Borodin,0.986,0.193,0.116,0.918,9,0.505,-25.718,1,0.0608,143.301,3,0.0836,Laura
Sweet Dreams - Techno Remix,Luca Testa,0.00685,0.673,0.935,0.303,8,0.124,-5.985,1,0.0449,134.999,4,0.281,Andrea
En La De Ella,Jhayco,0.0798,0.816,0.77,0.0,1,0.118,-5.477,1,0.0538,96.99,4,0.671,Gianluca
Hablando Claro Freestyle,Eddy G,0.0348,0.81,0.592,0.0,7,0.109,-6.27,1,0.229,90.015,4,0.45,Giuliana
Shut Up!,Simple Plan,0.00104,0.507,0.959,0.0,1,0.147,-4.763,1,0.118,165.136,4,0.436,Erika
"I Saw A Dragon - From ""Pete's Dragon""/Soundtrack Version",Helen Reddy,0.487,0.718,0.419,0.0,9,0.146,-12.15,1,0.0727,131.028,4,0.918,Laura
One Up,Central Cee,0.322,0.85,0.664,0.0,6,0.0475,-8.119,0,0.261,144.108,4,0.743,Giuliana
Avril 14th (Aphex Twin) - Vanessa Wagner Version,Murcof,0.995,0.395,0.0826,0.93,5,0.126,-18.982,0,0.0432,93.288,4,0.119,Laura
"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,0.438,0.672,0.745,9.29e-06,5,0.0699,-5.269,0,0.3,173.974,4,0.739,Gianluca
Wouldn't It Be Loverly,Julie Andrews,0.906,0.452,0.236,0.0,5,0.0932,-11.322,1,0.0355,115.544,4,0.386,Laura
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,0.145,0.893,0.851,6.49e-05,3,0.319,-5.342,0,0.0979,110.002,4,0.959,Gianluca
SWEET DREAMS ARE MADE OF THIS - HYPERTECHNO,HYPER DEMON,0.0611,0.809,0.771,0.0194,0,0.118,-6.702,0,0.0761,144.993,4,0.411,Andrea
Welcome Back Devil,Shlømo,0.00133,0.595,0.96,0.926,10,0.13,-7.336,1,0.0675,144.023,3,0.0999,Andrea
Gata (feat. Chencho Corleone),Anitta,0.0146,0.518,0.799,0.000189,8,0.787,-4.316,1,0.123,92.02,4,0.882,Gianluca
BURN IT DOWN,Linkin Park,0.0143,0.585,0.972,0.0,9,0.0707,-4.45,0,0.0534,110.006,4,0.585,Erika
My Big One,5nine Skrilla,0.145,0.849,0.685,0.0,2,0.108,-7.727,0,0.168,127.996,4,0.787,Giuliana
Wicked Game,Hyper Hamster,0.0251,0.82,0.838,0.00699,5,0.163,-6.817,1,0.238,144.927,4,0.681,Andrea
Carry On,Influencerz,0.00723,0.607,0.729,0.0,1,0.197,-6.553,1,0.0425,112.465,4,0.243,Andrea
My Love Song,Noyz Narcos,0.0354,0.764,0.781,0.0,6,0.22,-6.275,0,0.289,80.01,3,0.582,Giuliana
Twist And Shout - Remastered 2009,The Beatles,0.641,0.482,0.849,7.74e-06,2,0.0414,-9.198,1,0.0452,124.631,4,0.937,Erika
YAYA,6ix9ine,0.00289,0.672,0.733,0.0,11,0.199,-5.377,1,0.0566,105.043,4,0.354,Gianluca
SYNTHY,Vlinder Vos,0.00076,0.86,0.871,0.914,1,0.127,-6.417,1,0.127,155.01,4,0.468,Andrea
93 'Til Infinity,Souls Of Mischief,0.125,0.59,0.672,1.04e-06,1,0.147,-11.792,1,0.412,206.247,4,0.688,Giuliana
Club Bizarre,Ampris,0.0201,0.703,0.979,0.099,9,0.13,-5.523,1,0.135,145.904,4,0.456,Andrea
Daylight (Techno),TEKKNO GRLS,0.0141,0.785,0.924,0.00132,9,0.115,-6.8,0,0.167,144.028,4,0.0712,Andrea
Sharp Dressed Man - 2019 Remaster,ZZ Top,0.00043,0.647,0.787,0.00247,5,0.105,-7.476,1,0.0255,125.111,4,0.393,Erika
"Oh, What A Beautiful Mornin' - From ""Oklahoma!"" Soundtrack",Gordon Macrae,0.945,0.374,0.219,0.0,4,0.29,-13.698,1,0.0334,82.708,3,0.372,Laura
PUNTO G,Quevedo,0.251,0.751,0.761,0.000238,11,0.0991,-4.113,0,0.15,92.032,4,0.553,Gianluca
Californication,Red Hot Chili Peppers,0.0021,0.592,0.767,0.00165,9,0.127,-2.788,0,0.027,96.483,4,0.328,Erika
Renaissance,BUNT.,0.00553,0.767,0.834,0.094,8,0.143,-6.922,1,0.129,141.98,4,0.175,Andrea
Element,Pop Smoke,0.0301,0.772,0.878,2.18e-06,2,0.251,-4.22,1,0.324,61.311,5,0.305,Giuliana
It's Been A Long Time,Rakim,0.00958,0.745,0.547,2.91e-05,11,0.0844,-7.409,0,0.295,177.398,4,0.858,Giuliana
Just Wanna Rock,Lil Uzi Vert,0.0652,0.486,0.545,0.00474,11,0.0642,-7.924,1,0.0336,150.187,4,0.0385,Giuliana
Somebody To Love - Remastered 2011,Queen,0.186,0.406,0.698,0.0,8,0.233,-7.024,1,0.0624,109.266,3,0.333,Erika
LACONE,Polimá Westcoast,0.263,0.798,0.718,0.0,8,0.142,-6.237,0,0.0443,126.01,4,0.727,Gianluca
"Life We Live, Pt. 2 - Live",King Camil,0.0989,0.788,0.674,0.00113,2,0.157,-5.573,1,0.0392,120.019,4,0.137,Giuliana
Another Love (Techno),Way 2 Hard,0.256,0.778,0.475,0.0377,4,0.143,-12.887,0,0.052,140.017,4,0.326,Andrea
Jordan,Ryan Castro,0.0575,0.796,0.68,0.000683,10,0.103,-5.555,0,0.37,179.923,4,0.71,Gianluca
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,0.57,0.479,0.549,0.0235,11,0.127,-10.551,0,0.373,180.985,4,0.576,Giuliana
Una Vaina Loca,Fuego,0.172,0.792,0.676,1.93e-05,1,0.0654,-12.813,1,0.0546,117.011,4,0.712,Gianluca
Mil Tequilas,Chema Rivas,0.226,0.698,0.77,0.0,1,0.0957,-3.937,1,0.132,100.102,4,0.288,Gianluca
I Like - Sonny Wern x Caro van Ee Remix,LUNAX,0.00275,0.588,0.949,0.00844,11,0.0835,-6.928,0,0.0455,159.986,4,0.608,Andrea
Work That,Creeds,0.0038,0.646,0.938,0.0611,11,0.0432,-2.815,0,0.173,74.953,4,0.622,Andrea
Guilty Conscience,Eminem,0.0527,0.66,0.789,0.0,7,0.341,-5.143,1,0.364,182.218,4,0.513,Giuliana
Dile Que Tu Me Quieres,Ozuna,0.0864,0.773,0.757,3.73e-06,1,0.0727,-4.959,1,0.0526,88.006,4,0.858,Gianluca
Super Gremlin,Kodak Black,0.00265,0.825,0.414,0.0,2,0.357,-6.634,1,0.144,72.993,4,0.106,Giuliana
Loco Por Perrearte - Remix,De La Ghetto,0.0147,0.848,0.673,0.00652,11,0.102,-4.034,0,0.058,93.987,4,0.39,Gianluca
Tarima,milonary,0.371,0.852,0.777,0.000222,10,0.146,-5.945,0,0.0601,96.006,4,0.583,Gianluca
STRAIGHT SHOT,moritz.,0.0984,0.579,0.766,0.00326,10,0.478,-10.173,0,0.0803,156.042,4,0.52,Giuliana
Into The Fire,Thirteen Senses,0.0449,0.388,0.638,0.00555,3,0.114,-6.807,0,0.0279,174.071,4,0.142,Erika
Habicht,DORFTEKK,0.0263,0.708,0.768,0.00256,7,0.165,-9.169,1,0.0532,180.026,4,0.562,Andrea
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo",Ludwig van Beethoven,0.932,0.302,0.0355,0.304,0,0.043,-24.074,1,0.0363,115.104,4,0.186,Laura
Nunca y Pico,Yandel,0.0763,0.788,0.725,0.0,1,0.188,-5.417,1,0.0996,82.052,4,0.726,Gianluca
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,0.0125,0.621,0.782,0.033,2,0.23,-5.548,1,0.044,128.033,4,0.55,Gianluca
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",Francis Poulenc,0.971,0.193,0.0839,0.822,8,0.118,-22.849,1,0.0406,85.556,4,0.0569,Laura
Capo,Geolier,0.473,0.54,0.47,0.000228,8,0.616,-6.364,1,0.39,119.025,3,0.101,Giuliana
Roadrunner (Alternative Version),The Modern Lovers,0.0444,0.547,0.825,0.00203,2,0.147,-7.113,1,0.0469,141.996,4,0.935,Erika
Sweat,DJSM,0.00125,0.708,0.931,0.0316,2,0.098,-4.336,1,0.0455,140.006,4,0.275,Andrea
Otra Madrugada,Pina,0.441,0.843,0.632,0.0199,9,0.129,-6.926,0,0.119,92.977,4,0.443,Gianluca
Godless,The Dandy Warhols,0.0133,0.47,0.703,0.862,7,0.177,-8.498,1,0.0319,111.143,4,0.132,Erika
I Miss You,blink-182,0.00113,0.423,0.714,6.28e-06,11,0.0855,-8.295,1,0.045,110.017,4,0.593,Erika
Amici,Massimo Pericolo,0.398,0.618,0.713,0.0,1,0.137,-4.968,1,0.254,140.335,4,0.474,Giuliana
I'M ON ONE (feat. Drake),Future,0.0103,0.773,0.707,1.04e-05,11,0.296,-5.71,1,0.0568,76.977,4,0.113,Giuliana
TAMO EN NOTA,Rauw Alejandro,0.0922,0.667,0.81,0.0,1,0.131,-2.801,0,0.344,121.373,4,0.829,Gianluca
Filma Solo,Gabríel Ólafs,0.986,0.213,0.0377,0.869,10,0.139,-33.06,1,0.0475,165.763,4,0.0973,Laura
C'Mon wit da Git Down,Artifacts,0.109,0.651,0.61,1.1e-05,9,0.169,-6.078,0,0.312,166.079,4,0.741,Giuliana
Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Alexander Borodin,0.922,0.292,0.246,0.525,2,0.107,-14.96,1,0.0385,109.766,4,0.0859,Laura
Personal Jesus,Depeche Mode,0.104,0.687,0.852,0.00866,11,0.0596,-5.538,1,0.0351,129.981,4,0.766,Erika
"Pièces Lyriques, Op. 47 No. 3: Mélodie",Edvard Grieg,0.995,0.407,0.00453,0.935,5,0.0798,-30.925,1,0.041,104.957,4,0.0342,Laura
How I Could Just Kill a Man,Rage Against The Machine,0.00114,0.598,0.939,9.26e-06,7,0.288,-3.663,1,0.105,95.884,4,0.63,Erika
Sonata No. 6 In E Major: Allegro Giusto Non Troppo Vivo - Allegretto Poco Scherzando,Eugène Ysaÿe,0.987,0.28,0.0777,0.0412,9,0.0885,-20.287,1,0.0507,88.818,3,0.245,Laura
MAMIII,Becky G,0.0934,0.843,0.7,0.0,4,0.14,-3.563,0,0.0803,93.991,4,0.899,Gianluca
So Druff,KNTRLVRLST,0.0976,0.701,0.932,0.00223,7,0.267,-7.059,1,0.088,149.991,4,0.548,Andrea
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",Antonín Dvořák,0.89,0.154,0.00261,0.763,1,0.125,-36.267,1,0.0419,83.549,4,0.0366,Laura
"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,0.264,0.854,0.668,5.61e-05,5,0.117,-7.848,0,0.0466,132.966,3,0.805,Gianluca
Break Ya Neck,Busta Rhymes,0.443,0.82,0.809,0.00175,4,0.0613,-6.759,0,0.251,83.011,4,0.737,Giuliana
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,0.956,0.25,0.318,0.897,0,0.0976,-15.605,0,0.0411,98.171,4,0.188,Laura
MALA,6ix9ine,0.689,0.719,0.825,0.0,5,0.103,-3.627,0,0.0424,100.006,4,0.789,Gianluca
Ms. Fat Booty,Mos Def,0.148,0.782,0.589,0.0,1,0.164,-4.827,1,0.189,90.438,4,0.869,Giuliana
Keep Yourself Alive - Long Lost Retake / June 1975 / Remastered 2011,Queen,0.176,0.488,0.796,0.000229,4,0.261,-8.912,1,0.155,135.256,4,0.444,Erika
LOVE. FEAT. ZACARI.,Kendrick Lamar,0.264,0.8,0.585,0.0,10,0.153,-7.343,1,0.0924,126.058,4,0.779,Giuliana
Always,blink-182,0.0106,0.463,0.925,0.027,11,0.189,-5.74,1,0.0747,158.337,4,0.59,Erika
Another One Bites The Dust - Remastered 2011,Queen,0.112,0.933,0.528,0.312,5,0.163,-6.472,0,0.161,109.967,4,0.754,Erika
"Nein, Mann!",KXXMA,0.167,0.746,0.834,0.188,0,0.137,-6.93,1,0.139,180.014,4,0.519,Andrea
Havana (Techno),Astech,0.169,0.752,0.703,0.000647,2,0.183,-4.776,1,0.132,145.031,4,0.5,Andrea
TKN (feat. Travis Scott),ROSALÍA,0.192,0.776,0.509,1.49e-06,0,0.115,-6.266,0,0.467,94.634,4,0.485,Gianluca
Puccini: Crisantemi,Giacomo Puccini,0.805,0.138,0.0109,0.845,6,0.0999,-31.754,0,0.0487,101.226,4,0.0376,Laura
Animal Instinct,The Cranberries,0.089,0.61,0.85,0.0,4,0.256,-5.411,0,0.0307,132.174,4,0.604,Erika
A MORDISCOS,Twentyfour Seven'S,0.264,0.768,0.618,0.00626,1,0.116,-6.724,0,0.0554,95.016,4,0.136,Gianluca
"Peer Gynt Suite No. 2, Op. 55: IV. Solveig's Song",Edvard Grieg,0.972,0.0776,0.021,0.786,9,0.0608,-30.849,0,0.05,80.913,3,0.0356,Laura
My Barn My Rules - Edit,MCR-T,0.00463,0.833,0.739,0.315,11,0.146,-9.341,1,0.0573,146.99,4,0.891,Andrea
"Brazzle Dazzle Day - From ""Pete's Dragon""/Soundtrack Version",Helen Reddy,0.551,0.556,0.336,0.0,2,0.25,-12.932,1,0.0275,142.62,4,0.787,Laura
Five Pieces For Violin And Piano: I. Elegia (Andante Larghetto),Valentin Silvestrov,0.972,0.0694,0.00525,0.00751,3,0.0739,-35.45,1,0.0482,73.566,4,0.036,Laura
Purple Widow (Original Mix),Nico Moreno,0.0028,0.594,0.978,0.639,2,0.112,-7.598,1,0.0634,145.014,4,0.154,Andrea
"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Johann Sebastian Bach,0.994,0.36,0.00301,0.897,6,0.0557,-35.441,0,0.0444,72.892,4,0.18,Laura
Supermassive Black Hole,Muse,0.0492,0.668,0.921,0.00517,7,0.0877,-3.727,1,0.0439,120.0,4,0.782,Erika
Angry,The Rolling Stones,0.000579,0.598,0.89,1.3e-05,4,0.031,-3.426,1,0.0758,113.034,4,0.695,Erika
Space Oddity - 2015 Remaster,David Bowie,0.0726,0.31,0.403,9.27e-05,0,0.139,-13.664,1,0.0326,134.48,4,0.466,Erika
Slime You Out (feat. SZA),Drake,0.508,0.483,0.408,0.0,5,0.259,-9.243,0,0.0502,88.88,3,0.105,Giuliana
Somewhere Only We Know (Techno),Hyper Kenzo,0.0106,0.913,0.62,0.0013,6,0.271,-11.31,0,0.18,139.977,4,0.414,Andrea
If You're Gone,Matchbox Twenty,0.427,0.544,0.659,1.33e-06,9,0.126,-7.191,1,0.0298,109.933,4,0.361,Erika
CLASSY 101,Feid,0.145,0.859,0.658,0.0,11,0.12,-4.79,1,0.159,100.065,4,0.672,Gianluca
Avalanche,Thirty Seconds To Mars,0.0067,0.421,0.905,0.0,2,0.0615,-5.168,1,0.118,159.077,4,0.404,Erika
AUTOMÁTICO,Maria Becerra,0.0911,0.68,0.808,2.23e-06,10,0.205,-3.854,0,0.224,176.131,4,0.868,Gianluca
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Wolfgang Amadeus Mozart,0.877,0.327,0.332,0.751,7,0.129,-12.971,0,0.0404,118.85,4,0.285,Laura
2 Mins of Pain (feat. Alborosie),Sleepy Hallow,0.101,0.886,0.434,1.22e-06,11,0.297,-12.106,0,0.403,147.995,4,0.785,Giuliana
Starman - 2012 Remastered Version,David Bowie,0.149,0.475,0.459,1.43e-06,5,0.561,-10.261,1,0.0267,100.113,4,0.537,Erika
Yankee 150,Yandel,0.0953,0.72,0.821,0.000167,6,0.0929,-2.488,0,0.0681,167.998,4,0.628,Gianluca
Don't Look Back in Anger - Remastered,Oasis,0.0708,0.327,0.938,3.79e-06,0,0.148,-3.237,1,0.0645,162.937,4,0.326,Erika
Prrrum,Cosculluela,0.101,0.832,0.74,0.0,0,0.339,-4.862,1,0.214,90.045,4,0.714,Gianluca
Song 2 - 2012 Remaster,Blur,0.00178,0.674,0.789,0.00708,8,0.0753,-6.903,1,0.0676,129.802,4,0.918,Erika
Every Breath You Take,The Police,0.543,0.82,0.452,0.00294,1,0.0714,-9.796,1,0.0348,117.401,4,0.74,Erika
"An der schönen blauen Donau, Op. 314",Johann Strauss II,0.975,0.233,0.0252,0.601,2,0.143,-24.824,1,0.0346,94.736,4,0.0936,Laura
Ginza,J Balvin,0.208,0.73,0.809,0.0013,5,0.0804,-6.406,0,0.0876,101.965,4,0.825,Gianluca
Arcanes Célestes,ØRGIE,0.0417,0.649,0.973,0.849,5,0.0737,-8.272,0,0.037,143.995,4,0.114,Andrea
DISCOTEK,Rooler,0.0761,0.661,0.972,0.00594,11,0.497,-2.304,0,0.39,159.963,4,0.302,Andrea
Let It Be - Remastered 2009,The Beatles,0.631,0.443,0.403,0.0,0,0.111,-8.339,1,0.0322,143.462,4,0.41,Erika
Frío,Nicki Nicole,0.0595,0.633,0.614,0.0,0,0.0874,-3.664,1,0.0814,179.966,4,0.544,Gianluca
Besalo,El Alfa,0.394,0.765,0.79,0.000487,4,0.142,-2.129,0,0.0488,147.03,4,0.613,Gianluca
Stop Crying Your Heart Out,Oasis,0.0768,0.38,0.572,2.4e-06,2,0.0776,-5.334,1,0.03,74.987,4,0.0878,Erika
Dead or Alive,Lil Tecca,0.000331,0.667,0.758,0.0,0,0.14,-4.935,1,0.0489,144.98,4,0.377,Giuliana
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,0.0045,0.739,0.74,0.0,5,0.161,-5.86,0,0.333,75.575,4,0.488,Giuliana
First Date,blink-182,0.000715,0.579,0.928,0.0,0,0.18,-4.344,1,0.0411,95.594,4,0.882,Erika
ACXD,Doruksen,0.02,0.585,0.948,0.361,1,0.0704,-7.006,0,0.0821,149.955,4,0.407,Andrea
JE N'EXISTE PAS,Brutalismus 3000,0.00566,0.731,0.886,0.87,2,0.147,-5.264,1,0.0663,155.004,4,0.731,Andrea
…And at the Hour of Death,Víkingur Ólafsson,0.995,0.484,0.0111,0.878,0,0.0556,-36.334,1,0.0384,121.708,4,0.2,Laura
DIME QUIÉN????,Rauw Alejandro,0.0791,0.565,0.773,0.0,11,0.22,-3.211,0,0.137,170.023,4,0.609,Gianluca
Recovery,Måneskin,0.133,0.595,0.751,0.0,0,0.317,-4.711,0,0.0601,109.493,4,0.837,Erika
UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,0.0356,0.843,0.764,0.0,10,0.0448,-2.494,0,0.0741,96.025,4,0.872,Gianluca
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.157,0.842,0.801,4.82e-06,8,0.0642,-4.167,0,0.228,95.881,4,0.617,Gianluca
Sweet Dreams - Hypertechno Mix,KAJAK,0.0181,0.676,0.747,0.000121,8,0.0827,-6.21,1,0.0593,153.978,4,0.655,Andrea
"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",Sergei Prokofiev,0.927,0.21,0.101,0.902,0,0.0776,-19.383,1,0.0403,86.314,4,0.153,Laura
Morto Mai,Lazza,0.121,0.645,0.813,0.0,7,0.127,-5.448,0,0.107,82.676,4,0.551,Giuliana
El Efecto,Rauw Alejandro,0.406,0.849,0.781,0.0,0,0.0801,-4.635,0,0.159,84.041,4,0.893,Gianluca
"Gabriel's Oboe (From ""The Mission"")",Ennio Morricone,0.925,0.088,0.184,0.802,2,0.0927,-16.074,1,0.0389,84.627,5,0.0644,Laura
Una Misión,Bad7auro,0.145,0.779,0.727,0.000116,11,0.123,-6.442,0,0.101,162.026,4,0.589,Gianluca
NOVANTA (feat. Samurai Jay & Jake La Furia),TY1,0.0865,0.707,0.744,2.26e-06,7,0.11,-3.537,1,0.295,80.046,4,0.636,Giuliana
Man Overboard,blink-182,0.00133,0.218,0.921,7.66e-06,7,0.0777,-4.414,1,0.0602,196.291,4,0.612,Erika
"Jesu, Joy of Man's Desiring - Arr. by Alexis Ffrench",Alexis Ffrench,0.995,0.366,0.143,0.946,7,0.137,-23.078,1,0.0497,94.229,4,0.318,Laura
High and Dry,Radiohead,0.0724,0.419,0.383,0.0176,4,0.0896,-11.782,1,0.0256,87.568,4,0.35,Erika
G Nikes (feat. Polo G),Nardo Wick,0.0716,0.808,0.644,0.0,1,0.085,-6.167,1,0.329,151.098,4,0.512,Giuliana
Changes,2Pac,0.0404,0.865,0.657,0.0,7,0.14,-6.722,1,0.076,111.115,4,0.316,Giuliana
Te Felicito,Shakira,0.234,0.695,0.636,0.0,5,0.081,-4.654,1,0.317,174.14,4,0.575,Gianluca
Safaera,Bad Bunny,0.0103,0.607,0.829,0.0,2,0.107,-4.074,1,0.379,96.172,4,0.685,Gianluca
Fine Day Anthem,Skrillex,0.000285,0.745,0.85,0.0392,6,0.118,-3.903,0,0.075,138.03,4,0.54,Andrea
PASIEMPRE,Tainy,0.0401,0.654,0.811,0.0,0,0.424,-4.18,1,0.106,163.303,4,0.432,Gianluca
Who's That Girl?,Eve,0.0159,0.77,0.86,0.000713,6,0.0682,-3.702,1,0.19,96.428,4,0.547,Giuliana
Mala,Elettra Lamborghini,0.01,0.695,0.752,0.00408,9,0.129,-4.642,1,0.049,90.013,4,0.663,Gianluca
K-POP,Travis Scott,0.0386,0.814,0.618,3.34e-06,5,0.671,-5.614,0,0.0619,121.075,4,0.535,Giuliana
NUMB - HYPERTECHNO,HYPER DEMON,0.123,0.789,0.533,2.94e-05,8,0.0541,-5.697,1,0.162,143.982,4,0.339,Andrea
I'm Still Standing,Elton John,0.356,0.504,0.904,0.121,6,0.14,-6.863,1,0.179,176.808,4,0.772,Erika
Dance Now (feat. Kenny Mason),JID,0.0942,0.782,0.476,2.2e-05,1,0.162,-10.972,1,0.239,135.024,4,0.27,Giuliana
You Can Do It,Ice Cube,0.00084,0.946,0.837,0.0,1,0.0482,-5.355,0,0.164,99.881,4,0.893,Giuliana
Smoke On The Water - Remastered 2012,Deep Purple,0.13,0.598,0.676,0.225,0,0.112,-9.211,1,0.0279,114.169,4,0.805,Erika
Killer Queen - Remastered 2011,Queen,0.391,0.535,0.651,0.0,10,0.133,-6.326,1,0.0544,117.218,4,0.612,Erika
Mirándote,Rvfv,0.236,0.689,0.739,0.000147,0,0.111,-5.566,1,0.112,106.447,4,0.473,Gianluca
Runnin' Down A Dream,Tom Petty,0.000596,0.471,0.956,0.62,9,0.624,-6.371,1,0.0403,169.798,4,0.715,Erika
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Niccolò Paganini,0.978,0.465,0.128,0.271,9,0.0423,-17.628,0,0.0519,111.471,4,0.428,Laura
Dura,Daddy Yankee,0.174,0.783,0.84,0.0,1,0.412,-3.416,1,0.051,95.001,4,0.839,Gianluca
"Limu, limu, lima (Arr. Schindler for Piano)",Traditional,0.993,0.253,0.0313,0.927,4,0.114,-26.923,0,0.0522,77.729,5,0.0657,Laura
Ice c.r.e.a.m.,teddyburberry,0.219,0.605,0.936,8.59e-06,4,0.407,0.173,0,0.26,160.068,4,0.652,Giuliana
"Widmung, Op. 25 No. 1 (Arr. Franz Liszt)",Robert Schumann,0.992,0.243,0.0325,0.879,8,0.108,-23.379,1,0.0454,74.26,3,0.0404,Laura
There's No Heroes,Lex,0.316,0.757,0.547,6.76e-06,8,0.132,-6.997,1,0.26,84.993,4,0.748,Giuliana
"6 Encores for Piano (1965): No. 3, Wasserklavier",Luciano Berio,0.961,0.255,0.00172,0.355,1,0.0681,-47.903,1,0.0582,75.399,4,0.17,Laura
Enjoy the Silence - Single Mix,Depeche Mode,0.155,0.641,0.812,4.43e-05,0,0.078,-7.945,0,0.0293,112.777,4,0.822,Erika
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0,0.0759,104.536,4,0.904,Giuliana
My Kind Of Scene,Powderfinger,0.0134,0.464,0.459,0.0149,0,0.0723,-8.218,1,0.029,159.541,4,0.144,Erika
It's a Fine Day,JKRS,0.118,0.865,0.774,0.477,11,0.0618,-6.419,0,0.0747,137.977,4,0.556,Andrea
Goodbye,Venesti,0.242,0.711,0.752,0.0,5,0.208,-3.801,1,0.152,92.165,4,0.43,Gianluca
Stars,Ēriks Ešenvalds,0.983,0.13,0.0607,0.963,2,0.141,-23.65,1,0.0509,63.851,4,0.0377,Laura
Fantasias,Rauw Alejandro,0.143,0.879,0.703,0.0,1,0.0569,-4.219,1,0.0701,94.004,4,0.788,Gianluca
Síguelo Bailando,Ozuna,0.165,0.855,0.664,3.97e-05,9,0.0937,-7.11,0,0.0607,98.015,4,0.626,Gianluca
